Name,Team,Year,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
Michael Brooks,SDC,1981,6.0,12.4,.479,0.0,0.1,.000,6.0,12.3,.482,2.8,3.9,.706,2.6,2.8,2.5,1.2,0.4,2.0,2.9,14.7
Fred Brown,SEA,1981,6.5,13.3,.488,0.3,0.8,.359,6.2,12.4,.496,2.2,2.7,.832,0.7,1.6,3.0,1.1,0.2,1.7,1.8,15.5
Lewis Brown,WSB,1981,0.0,1.5,.000,0.0,0.0,,0.0,1.5,.000,1.0,2.5,.400,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0
Rickey Brown,GSW,1981,1.8,3.6,.512,0.0,0.0,,1.8,3.6,.512,0.4,0.5,.762,1.2,2.5,0.5,0.2,0.3,0.7,2.3,4.0
Joe Bryant,SDC,1981,4.6,9.6,.479,0.0,0.2,.133,4.6,9.5,.486,2.4,3.0,.791,1.8,3.6,2.3,0.9,0.4,2.1,3.2,11.6
Quinn Buckner,MIL,1981,5.7,11.7,.493,0.0,0.1,.167,5.7,11.6,.495,1.8,2.5,.734,1.1,2.6,4.7,2.4,0.0,2.9,3.3,13.3
Tom Burleson,ATL,1981,1.3,3.2,.414,0.0,0.0,,1.3,3.2,.414,0.6,1.3,.488,1.4,1.6,0.4,0.3,0.6,0.8,2.4,3.3
Don Buse,IND,1981,2.0,4.9,.397,0.3,1.0,.328,1.6,3.9,.415,0.9,1.1,.769,0.3,1.1,2.4,1.3,0.1,0.7,1.1,5.1
Marty Byrnes,DAL,1981,3.0,6.3,.479,0.1,0.3,.450,2.9,6.0,.480,1.7,2.2,.764,1.0,1.4,1.6,0.4,0.2,0.8,1.8,7.8
Mack Calvin,CLE,1981,0.6,1.9,.333,0.0,0.2,.200,0.6,1.6,.353,1.2,1.7,.714,0.1,0.5,1.3,0.2,0.0,0.8,0.6,2.5
Austin Carr,TOT,1981,1.9,5.0,.372,0.0,0.1,.000,1.9,4.8,.383,0.7,1.1,.630,0.5,0.8,1.2,0.3,0.0,0.9,1.1,4.4
Kenny Carr,CLE,1981,5.8,11.3,.511,0.0,0.0,.000,5.8,11.3,.513,3.6,5.0,.714,3.2,7.1,2.4,0.9,0.5,2.9,3.7,15.2
M.L. Carr,BOS,1981,2.4,5.3,.449,0.0,0.3,.071,2.3,4.9,.475,1.3,1.6,.791,0.6,1.4,1.4,0.7,0.4,1.1,1.8,6.0
Joe Barry Carroll,GSW,1981,7.5,15.3,.491,0.0,0.0,.000,7.5,15.3,.492,3.8,5.4,.716,3.3,5.9,1.4,0.6,1.5,3.0,3.8,18.9
Butch Carter,LAL,1981,2.1,4.6,.462,0.1,0.2,.300,2.1,4.4,.468,1.3,1.8,.737,0.6,0.6,1.0,0.4,0.0,0.9,1.8,5.6
Reggie Carter,NYK,1981,1.0,3.0,.330,0.0,0.1,.000,1.0,2.9,.335,0.9,1.2,.739,0.5,0.7,1.3,0.4,0.0,0.6,1.1,2.8
Bill Cartwright,NYK,1981,7.5,13.6,.554,0.0,0.0,.000,7.5,13.6,.554,5.0,6.3,.788,2.0,5.5,1.4,0.6,1.0,2.4,3.2,20.1
Harvey Catchings,MIL,1981,1.7,3.9,.447,0.0,0.0,,1.7,3.9,.447,0.8,1.2,.641,2.0,4.1,1.3,0.4,2.4,1.4,3.7,4.2
Maurice Cheeks*,PHI,1981,3.8,7.2,.534,0.0,0.1,.375,3.8,7.1,.536,1.7,2.2,.787,0.8,2.2,6.9,2.4,0.5,2.1,2.9,9.4
Phil Chenier,GSW,1981,1.2,3.7,.333,0.1,0.3,.333,1.1,3.3,.333,0.7,0.7,1.000,0.1,0.8,0.8,0.0,0.0,0.4,1.1,3.2
Jim Chones,LAL,1981,4.6,9.2,.503,0.0,0.0,.000,4.6,9.1,.506,1.5,2.4,.653,2.2,5.8,1.9,0.5,1.2,1.9,4.0,10.8
Art Collins,ATL,1981,1.2,3.4,.354,0.0,0.1,.000,1.2,3.3,.361,0.8,1.2,.667,0.7,0.8,0.9,0.4,0.0,1.1,1.2,3.2
Don Collins,TOT,1981,4.4,10.0,.444,0.0,0.1,.000,4.4,9.9,.447,2.6,3.4,.776,1.6,1.7,2.3,1.3,0.3,2.1,3.2,11.5
Doug Collins,PHI,1981,5.2,10.5,.492,0.0,0.0,,5.2,10.5,.492,2.0,2.4,.828,0.5,1.9,3.5,0.6,0.3,1.8,1.9,12.3
Darwin Cook,NJN,1981,4.7,10.1,.468,0.1,0.3,.240,4.7,9.8,.475,1.6,2.2,.733,1.2,1.7,3.7,1.7,0.4,2.2,2.4,11.2
Jeff Cook,PHO,1981,3.6,7.8,.464,0.0,0.1,.000,3.6,7.7,.468,1.3,2.0,.645,2.2,3.8,2.5,1.0,0.7,1.8,3.0,8.5
Michael Cooper,LAL,1981,4.0,8.1,.491,0.0,0.2,.211,3.9,7.8,.499,1.4,1.8,.785,1.5,2.7,4.1,1.6,1.0,2.0,3.1,9.4
Wayne Cooper,UTA,1981,3.0,6.6,.452,0.0,0.0,.333,3.0,6.6,.453,0.9,1.3,.689,2.3,3.9,0.7,0.3,0.7,1.1,3.1,6.9
Dave Corzine,SAS,1981,4.5,9.1,.490,0.0,0.0,.000,4.5,9.1,.492,1.5,2.1,.714,2.8,5.0,1.4,0.5,1.2,1.6,2.6,10.5
Charlie Criss,ATL,1981,3.3,7.3,.454,0.0,0.3,.048,3.3,7.0,.472,2.8,3.2,.864,0.4,1.1,4.3,0.9,0.0,2.0,1.3,9.5
Geoff Crompton,POR,1981,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,0.2,0.8,.200,1.2,1.8,0.3,0.0,0.3,0.8,0.7,1.5
Pat Cummings,MIL,1981,3.4,6.2,.539,0.0,0.0,.000,3.4,6.2,.541,1.3,1.9,.707,1.3,2.6,0.8,0.4,0.3,1.5,2.6,8.0
Earl Cureton,PHI,1981,1.8,3.9,.454,0.0,0.0,.000,1.8,3.9,.456,0.6,1.2,.516,1.0,2.0,0.5,0.4,0.4,0.6,1.3,4.2
Bob Dandridge*,WSB,1981,4.4,10.3,.426,0.0,0.0,.000,4.4,10.3,.428,1.2,1.7,.718,0.8,2.8,2.6,0.7,0.4,1.4,2.3,10.0
Adrian Dantley*,UTA,1981,11.4,20.3,.559,0.0,0.1,.286,11.3,20.3,.560,7.9,9.8,.806,2.4,4.0,4.0,1.4,0.2,3.5,3.1,30.7
Brad Davis,DAL,1981,4.1,7.3,.561,0.1,0.3,.176,4.1,7.0,.578,2.9,3.6,.799,0.5,2.2,6.9,0.9,0.2,2.2,2.8,11.2
Johnny Davis,IND,1981,5.6,12.1,.465,0.1,0.4,.121,5.6,11.6,.477,3.1,3.9,.796,0.7,1.5,6.3,1.3,0.2,2.2,2.4,14.4
Monti Davis,TOT,1981,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,0.5,2.5,.200,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.5
Ron Davis,SDC,1981,2.2,4.9,.443,0.0,0.1,.250,2.1,4.8,.448,1.5,2.5,.595,0.7,1.1,0.7,0.6,0.2,1.0,1.5,5.8
Walter Davis,PHO,1981,7.6,14.1,.539,0.1,0.2,.412,7.5,13.9,.541,2.7,3.2,.836,0.8,1.8,3.9,1.2,0.2,2.8,2.5,18.0
Darryl Dawkins,PHI,1981,5.6,9.2,.607,0.0,0.0,,5.6,9.2,.607,2.9,4.0,.720,1.4,5.8,1.4,0.5,1.5,2.9,4.2,14.0
Larry Demic,NYK,1981,1.7,3.3,.504,0.0,0.0,.000,1.7,3.3,.508,0.8,1.2,.630,1.5,1.7,0.4,0.2,0.2,0.8,2.0,4.1
Coby Dietrick,CHI,1981,1.8,3.9,.456,0.0,0.1,.333,1.8,3.8,.459,0.9,1.4,.694,1.0,2.3,1.4,0.6,0.6,1.1,2.1,4.5
James Donaldson,SEA,1981,1.9,3.5,.542,0.0,0.0,,1.9,3.5,.542,1.5,2.5,.594,1.6,3.0,0.6,0.1,1.1,1.0,1.2,5.3
Jacky Dorsey,SEA,1981,0.7,2.4,.286,0.0,0.0,,0.7,2.4,.286,0.4,0.9,.520,0.8,2.2,0.3,0.3,0.0,0.5,1.6,1.8
Leon Douglas,KCK,1981,2.3,4.1,.573,0.0,0.0,.000,2.3,4.1,.578,1.3,2.4,.548,1.9,3.0,0.9,0.3,0.5,1.1,3.2,6.0
John Drew,ATL,1981,7.5,16.4,.456,0.0,0.1,.000,7.5,16.3,.459,6.8,8.6,.787,2.2,3.6,1.2,1.5,0.2,2.9,3.9,21.7
Larry Drew,DET,1981,2.6,6.4,.407,0.1,0.2,.235,2.5,6.1,.413,1.4,1.8,.797,0.3,1.3,3.3,1.2,0.1,2.2,1.6,6.6
Ralph Drollinger,DAL,1981,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,0.2,0.7,.250,0.8,2.3,2.3,0.2,0.3,2.2,2.7,2.5
Terry Duerod,TOT,1981,2.1,4.7,.444,0.2,0.3,.500,1.9,4.4,.440,0.6,0.8,.756,0.3,0.5,0.7,0.3,0.1,0.7,0.5,4.9
Mike Dunleavy,HOU,1981,4.2,8.5,.491,0.0,0.2,.063,4.2,8.3,.502,2.1,2.5,.839,0.4,1.2,3.6,0.9,0.0,1.9,2.2,10.5
T.R. Dunn,DEN,1981,1.8,4.3,.412,0.0,0.0,.000,1.8,4.3,.415,1.0,1.5,.653,1.6,2.0,1.0,0.8,0.4,0.7,1.7,4.5
John Duren,UTA,1981,0.8,2.5,.327,0.0,0.0,.000,0.8,2.5,.330,0.1,0.2,.556,0.2,0.7,1.4,0.5,0.1,0.9,1.4,1.8
James Edwards,IND,1981,6.3,12.4,.509,0.0,0.0,.000,6.3,12.4,.510,3.0,4.3,.703,2.4,4.7,2.6,0.4,1.6,2.0,3.8,15.6
Bob Elliott,NJN,1981,2.9,5.7,.511,0.0,0.0,.500,2.9,5.7,.511,1.7,2.8,.599,1.4,2.2,1.8,0.5,0.2,1.6,2.4,7.5
Len Elmore,MIL,1981,1.1,2.9,.358,0.0,0.0,,1.1,2.9,.358,0.8,1.0,.720,0.9,1.9,1.0,0.5,0.7,0.6,2.5,2.9
Alex English*,DEN,1981,9.5,19.2,.494,0.0,0.1,.600,9.4,19.1,.494,4.8,5.7,.850,3.4,4.6,3.6,1.3,1.2,3.0,3.1,23.8
Julius Erving*,PHI,1981,9.7,18.6,.521,0.0,0.2,.222,9.6,18.4,.525,5.1,6.5,.787,3.0,5.0,4.4,2.1,1.8,3.2,2.8,24.6
Mike Evans,MIL,1981,1.9,4.1,.460,0.0,0.2,.143,1.9,3.9,.477,0.7,0.9,.781,0.3,0.9,2.4,0.5,0.1,1.0,1.6,4.5
Eric Fernsten,BOS,1981,0.8,1.8,.481,0.0,0.0,,0.8,1.8,.481,0.4,0.7,.667,0.6,0.7,0.2,0.1,0.2,0.4,0.6,2.1
Chris Ford,BOS,1981,3.8,8.6,.444,0.4,1.3,.330,3.4,7.3,.465,0.8,1.1,.736,0.9,1.1,3.6,1.2,0.3,1.5,2.6,8.9
Don Ford,CLE,1981,1.6,3.5,.446,0.0,0.0,.000,1.6,3.5,.452,0.3,0.4,.917,1.2,1.4,1.3,0.2,0.2,0.8,1.6,3.5
Phil Ford,KCK,1981,6.4,13.4,.478,0.2,0.5,.306,6.3,12.9,.485,4.5,5.4,.831,0.4,1.5,8.8,1.5,0.1,3.7,2.9,17.5
World B. Free,GSW,1981,7.9,17.8,.446,0.1,0.5,.161,7.9,17.3,.454,8.1,10.0,.814,0.7,1.7,5.6,1.3,0.2,3.0,2.8,24.1
Tony Fuller,DET,1981,1.6,4.4,.364,0.0,0.1,.000,1.6,4.3,.369,0.8,1.1,.750,0.9,1.9,1.9,0.7,0.1,1.5,1.7,4.0
Mike Gale,TOT,1981,2.0,4.0,.508,0.0,0.1,.286,2.0,3.9,.513,0.7,0.9,.809,0.2,1.1,2.2,1.2,0.1,1.0,1.5,4.8
Calvin Garrett,HOU,1981,2.7,5.9,.453,0.0,0.0,.333,2.7,5.9,.454,0.7,0.9,.806,1.2,2.6,1.9,0.7,0.1,1.3,2.4,6.1
Gus Gerard,TOT,1981,1.5,4.1,.369,0.0,0.1,.000,1.5,4.0,.383,1.0,1.5,.675,1.1,1.4,0.6,0.4,0.3,0.6,1.5,4.0
George Gervin*,SAS,1981,10.4,21.1,.492,0.1,0.4,.257,10.3,20.7,.496,6.2,7.6,.826,1.5,3.6,3.2,1.1,0.7,3.1,2.6,27.1
Artis Gilmore*,CHI,1981,6.7,10.0,.670,0.0,0.0,,6.7,10.0,.670,4.6,6.5,.705,2.7,7.4,2.1,0.6,2.4,2.9,3.6,17.9
Mike Glenn,NYK,1981,3.5,6.2,.558,0.0,0.1,.364,3.4,6.1,.562,1.2,1.3,.891,0.3,0.7,1.3,0.9,0.1,0.8,1.5,8.2
Mike Gminski,NJN,1981,5.2,12.3,.423,0.0,0.0,.000,5.2,12.3,.424,2.8,3.6,.767,2.4,5.0,1.3,1.0,1.8,2.3,2.3,13.2
Glen Gondrezick,DEN,1981,2.1,4.5,.471,0.0,0.0,.000,2.1,4.5,.474,1.5,1.9,.818,1.9,2.3,1.1,1.2,0.3,0.9,2.5,5.8
Rickey Green,UTA,1981,3.7,7.8,.481,0.0,0.0,.000,3.7,7.8,.482,1.5,2.1,.722,0.6,1.8,5.0,1.6,0.0,1.8,2.6,9.0
Dave Greenwood,CHI,1981,5.9,12.1,.486,0.0,0.0,.000,5.9,12.0,.487,2.6,3.5,.748,3.0,5.9,2.7,0.9,1.5,2.3,3.4,14.4
Kevin Grevey,WSB,1981,6.7,14.7,.453,0.6,1.8,.331,6.1,12.9,.471,3.3,3.9,.841,0.9,2.0,4.0,0.9,0.2,1.9,2.1,17.2
Paul Griffin,SAS,1981,2.0,4.0,.511,0.0,0.0,,2.0,4.0,.511,2.1,3.1,.672,2.2,3.9,3.0,0.9,0.5,1.6,2.5,6.1
Darrell Griffith,UTA,1981,8.8,19.1,.464,0.1,0.6,.192,8.7,18.4,.473,2.8,4.0,.716,1.0,2.6,2.4,1.3,0.5,2.9,2.7,20.6
Bob Gross,POR,1981,3.1,5.8,.528,0.0,0.1,.000,3.1,5.7,.538,1.6,1.9,.849,1.5,2.5,3.1,1.1,0.8,1.8,2.9,7.8
Ernie Grunfeld,KCK,1981,3.3,6.2,.535,0.0,0.0,,3.3,6.2,.535,0.9,1.3,.743,0.4,2.2,2.6,0.8,0.2,1.1,2.0,7.5
Roy Hamilton,POR,1981,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,1.0,2.0,.500,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
Bill Hanzlik,SEA,1981,1.9,3.9,.478,0.0,0.1,.200,1.9,3.8,.482,1.6,2.0,.793,0.9,1.2,1.5,0.8,0.3,1.1,2.3,5.4
Alan Hardy,LAL,1981,1.0,2.7,.373,0.0,0.0,,1.0,2.7,.373,0.3,0.5,.700,0.4,0.5,0.1,0.0,0.4,0.5,0.6,2.3
James Hardy,UTA,1981,2.3,4.8,.468,0.0,0.0,,2.3,4.8,.468,0.5,0.9,.550,1.7,4.1,1.6,0.9,0.9,1.0,2.5,5.0
Mike Harper,POR,1981,1.0,2.5,.412,0.0,0.1,.000,1.0,2.4,.421,0.7,1.5,.435,0.5,1.2,0.3,0.4,0.4,0.6,1.3,2.7
Joe Hassett,TOT,1981,3.5,8.3,.421,1.3,3.8,.340,2.2,4.5,.489,0.4,0.5,.810,0.6,1.1,1.8,0.3,0.0,0.5,1.6,8.7
Steve Hawes,ATL,1981,4.5,8.6,.523,0.0,0.1,.250,4.5,8.6,.524,3.0,3.8,.799,2.2,5.4,2.3,1.0,0.4,2.2,3.9,12.0
Elvin Hayes*,WSB,1981,7.2,16.0,.451,0.0,0.1,.000,7.2,15.9,.454,3.3,5.4,.617,2.9,6.8,1.2,0.8,2.1,2.3,3.7,17.8
Gar Heard,SDC,1981,1.9,5.1,.376,0.0,0.1,.000,1.9,5.0,.383,1.0,1.3,.782,1.5,2.9,1.6,1.3,0.9,1.0,2.5,4.8
Gerald Henderson,BOS,1981,3.2,7.1,.451,0.0,0.2,.063,3.2,6.9,.462,1.4,1.9,.720,0.5,1.1,2.6,1.0,0.1,2.0,2.2,7.8
Tom Henderson,HOU,1981,2.1,5.0,.413,0.0,0.0,.000,2.1,5.0,.416,1.2,1.4,.821,0.5,1.1,4.7,0.8,0.1,1.4,1.7,5.3
Keith Herron,DET,1981,5.4,11.9,.453,0.0,0.1,.182,5.4,11.8,.456,2.9,3.3,.854,1.2,1.4,1.9,1.1,0.3,1.9,1.9,13.7
Kenny Higgs,DEN,1981,2.9,6.6,.441,0.1,0.5,.118,2.8,6.1,.466,1.9,2.4,.814,0.3,1.7,5.7,1.4,0.1,2.3,3.4,7.8
Johnny High,PHO,1981,3.0,7.1,.427,0.0,0.3,.083,3.0,6.8,.442,2.3,3.3,.693,1.1,1.7,2.5,1.6,0.3,2.3,3.1,8.4
Armond Hill,TOT,1981,1.6,4.5,.349,0.0,0.1,.000,1.6,4.4,.357,1.9,2.3,.820,0.5,1.6,3.9,0.9,0.1,1.7,2.8,5.0
Brad Holland,LAL,1981,1.1,2.7,.423,0.0,0.1,.333,1.1,2.6,.426,0.9,1.2,.714,0.2,0.5,0.6,0.5,0.0,0.8,1.1,3.2
Lionel Hollins,PHI,1981,4.0,8.5,.470,0.0,0.2,.133,4.0,8.3,.477,1.5,2.1,.731,0.6,1.8,4.3,1.3,0.2,2.5,2.5,9.5
Cedrick Hordges,DEN,1981,3.3,7.1,.460,0.0,0.0,.000,3.3,7.0,.463,1.9,2.7,.699,1.8,5.0,1.5,0.5,0.3,1.8,3.3,8.4
Phil Hubbard,DET,1981,5.4,11.0,.492,0.0,0.0,.333,5.4,11.0,.493,3.7,5.3,.690,3.0,4.4,1.9,1.0,0.3,2.9,4.0,14.5
Kim Hughes,TOT,1981,0.5,1.3,.386,0.0,0.0,,0.5,1.3,.386,0.0,0.0,.500,0.9,1.5,0.7,0.5,0.7,0.8,2.0,1.0
Geoff Huston,TOT,1981,5.7,11.6,.489,0.0,0.1,.200,5.7,11.6,.491,1.9,2.6,.708,0.6,1.1,4.9,0.7,0.1,2.2,1.8,13.2
Dan Issel*,DEN,1981,7.7,15.3,.503,0.0,0.2,.167,7.7,15.1,.507,6.5,8.6,.759,2.9,5.6,2.0,1.0,0.7,1.6,3.1,21.9
Tony Jackson,LAL,1981,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0
Abdul Jeelani,DAL,1981,2.8,6.7,.425,0.0,0.0,.000,2.8,6.7,.426,2.7,3.3,.814,1.3,2.2,1.0,0.7,0.5,1.3,1.9,8.4
Clemon Johnson,IND,1981,2.9,5.8,.504,0.0,0.0,.000,2.9,5.7,.505,1.4,2.3,.593,2.1,3.6,1.8,0.5,1.5,1.5,2.3,7.2
Dennis Johnson*,PHO,1981,6.7,15.4,.436,0.1,0.6,.216,6.6,14.8,.446,5.2,6.3,.820,2.0,2.6,3.7,1.7,0.8,2.6,3.1,18.8
